Find ID,Barcode ID,type,value,Protocol
6356/2,Equidae,Ambic_P1105,0.78,Ambic_P1105
6356/2,Equidae,Acid_P1105,0.86,Acid_P1105
6356/3,Reindeer,Ambic_P1105,0.79,Ambic_P1105
6356/3,Reindeer,Acid_P1105,0.88,Acid_P1105
6356/4,Reindeer,Ambic_P1105,NA,Ambic_P1105
6356/4,Reindeer,Acid_P1105,0.85,Acid_P1105
6356/5,Elephantidae,Ambic_P1105,NA,Ambic_P1105
6356/5,Elephantidae,Acid_P1105,NA,Acid_P1105
6356/6,Reindeer,Ambic_P1105,0.81,Ambic_P1105
6356/6,Reindeer,Acid_P1105,0.85,Acid_P1105
6356/7,Reindeer,Ambic_P1105,NA,Ambic_P1105
6356/7,Reindeer,Acid_P1105,0.83,Acid_P1105
6356/8,Reindeer,Ambic_P1105,0.68,Ambic_P1105
6356/8,Reindeer,Acid_P1105,0.76,Acid_P1105
6356/9,Reindeer,Ambic_P1105,NA,Ambic_P1105
6356/9,Reindeer,Acid_P1105,0.82,Acid_P1105
6106,Reindeer,Ambic_P1105,NA,Ambic_P1105
6106,Reindeer,Acid_P1105,0.83,Acid_P1105
6340/2,Reindeer,Ambic_P1105,NA,Ambic_P1105
6340/2,Reindeer,Acid_P1105,0.81,Acid_P1105
1806,Elephantidae,Ambic_P1105,0.79,Ambic_P1105
1806,Elephantidae,Acid_P1105,0.93,Acid_P1105
6803/2,Reindeer,Ambic_P1105,0.72,Ambic_P1105
6803/2,Reindeer,Acid_P1105,0.76,Acid_P1105
1723/1,Reindeer,Ambic_P1105,NA,Ambic_P1105
1723/1,Reindeer,Acid_P1105,NA,Acid_P1105
1723/2,Equidae,Ambic_P1105,0.77,Ambic_P1105
1723/2,Equidae,Acid_P1105,0.85,Acid_P1105
1723/3,Reindeer,Ambic_P1105,0.76,Ambic_P1105
1723/3,Reindeer,Acid_P1105,0.85,Acid_P1105
1723/4,Reindeer,Ambic_P1105,0.76,Ambic_P1105
1723/4,Reindeer,Acid_P1105,0.88,Acid_P1105
1723/5,Reindeer,Ambic_P1105,0.79,Ambic_P1105
1723/5,Reindeer,Acid_P1105,0.83,Acid_P1105
1723/6,Reindeer,Ambic_P1105,0.73,Ambic_P1105
1723/6,Reindeer,Acid_P1105,0.87,Acid_P1105
1723/8,Reindeer,Ambic_P1105,0.78,Ambic_P1105
1723/8,Reindeer,Acid_P1105,0.91,Acid_P1105
1723/9,Equidae,Ambic_P1105,0.78,Ambic_P1105
1723/9,Equidae,Acid_P1105,0.84,Acid_P1105
1723/10,Elephantidae,Ambic_P1105,NA,Ambic_P1105
1723/10,Elephantidae,Acid_P1105,NA,Acid_P1105
1723/11,Reindeer,Ambic_P1105,0.77,Ambic_P1105
1723/11,Reindeer,Acid_P1105,0.84,Acid_P1105
1723/12,Reindeer,Ambic_P1105,0.74,Ambic_P1105
1723/12,Reindeer,Acid_P1105,0.84,Acid_P1105
1723/13,Reindeer,Ambic_P1105,0.79,Ambic_P1105
1723/13,Reindeer,Acid_P1105,0.86,Acid_P1105
1723/14,Reindeer,Ambic_P1105,0.77,Ambic_P1105
1723/14,Reindeer,Acid_P1105,0.83,Acid_P1105
1723/16,Reindeer,Ambic_P1105,0.74,Ambic_P1105
1723/16,Reindeer,Acid_P1105,0.84,Acid_P1105
1723/17,Equidae,Ambic_P1105,0.74,Ambic_P1105
1723/17,Equidae,Acid_P1105,0.85,Acid_P1105
1723/18,Reindeer,Ambic_P1105,0.74,Ambic_P1105
1723/18,Reindeer,Acid_P1105,0.81,Acid_P1105
1723/19,Reindeer,Ambic_P1105,0.75,Ambic_P1105
1723/19,Reindeer,Acid_P1105,NA,Acid_P1105
1723/20,Elephantidae,Ambic_P1105,0.75,Ambic_P1105
1723/20,Elephantidae,Acid_P1105,0.89,Acid_P1105
1723/21,Reindeer,Ambic_P1105,0.78,Ambic_P1105
1723/21,Reindeer,Acid_P1105,NA,Acid_P1105
1461/1,Reindeer,Ambic_P1105,0.69,Ambic_P1105
1461/1,Reindeer,Acid_P1105,0.74,Acid_P1105
1461/2,Reindeer,Ambic_P1105,0.74,Ambic_P1105
1461/2,Reindeer,Acid_P1105,NA,Acid_P1105
1461,Elephantidae,Ambic_P1105,0.74,Ambic_P1105
1461,Elephantidae,Acid_P1105,0.73,Acid_P1105
914,Reindeer,Ambic_P1105,NA,Ambic_P1105
914,Reindeer,Acid_P1105,0.9,Acid_P1105
6162/3,Reindeer,Ambic_P1105,NA,Ambic_P1105
6162/3,Reindeer,Acid_P1105,NA,Acid_P1105
5557,Reindeer,Ambic_P1105,0.76,Ambic_P1105
5557,Reindeer,Acid_P1105,0.87,Acid_P1105
5487,Equidae,Ambic_P1105,0.73,Ambic_P1105
5487,Equidae,Acid_P1105,0.83,Acid_P1105
1626/2,Reindeer,Ambic_P1105,NA,Ambic_P1105
1626/2,Reindeer,Acid_P1105,0.87,Acid_P1105
5859,Reindeer,Ambic_P1105,0.87,Ambic_P1105
5859,Reindeer,Acid_P1105,NA,Acid_P1105
6236/1,Reindeer,Ambic_P1105,NA,Ambic_P1105
6236/1,Reindeer,Acid_P1105,0.78,Acid_P1105
6236/2,Reindeer,Ambic_P1105,NA,Ambic_P1105
6236/2,Reindeer,Acid_P1105,0.64,Acid_P1105
6236/3,Reindeer,Ambic_P1105,0.73,Ambic_P1105
6236/3,Reindeer,Acid_P1105,0.92,Acid_P1105
6236/4,Reindeer,Ambic_P1105,NA,Ambic_P1105
6236/4,Reindeer,Acid_P1105,0.79,Acid_P1105
1444,Reindeer,Ambic_P1105,0.74,Ambic_P1105
1444,Reindeer,Acid_P1105,0.87,Acid_P1105
1398,Reindeer,Ambic_P1105,0.76,Ambic_P1105
1398,Reindeer,Acid_P1105,0.89,Acid_P1105
1717/1,Reindeer,Ambic_P1105,0.74,Ambic_P1105
1717/1,Reindeer,Acid_P1105,0.89,Acid_P1105
1717/2,Reindeer,Ambic_P1105,0.77,Ambic_P1105
1717/2,Reindeer,Acid_P1105,0.79,Acid_P1105
1717/3,Reindeer,Ambic_P1105,0.78,Ambic_P1105
1717/3,Reindeer,Acid_P1105,0.9,Acid_P1105
1717/4,Reindeer,Ambic_P1105,0.75,Ambic_P1105
1717/4,Reindeer,Acid_P1105,0.85,Acid_P1105
1717/5,Reindeer,Ambic_P1105,NA,Ambic_P1105
1717/5,Reindeer,Acid_P1105,NA,Acid_P1105
1717/6,Reindeer,Ambic_P1105,0.79,Ambic_P1105
1717/6,Reindeer,Acid_P1105,0.87,Acid_P1105
1717/7,Reindeer,Ambic_P1105,0.74,Ambic_P1105
1717/7,Reindeer,Acid_P1105,0.85,Acid_P1105
1717/8,Reindeer,Ambic_P1105,NA,Ambic_P1105
1717/8,Reindeer,Acid_P1105,NA,Acid_P1105
1717/9,Reindeer,Ambic_P1105,0.72,Ambic_P1105
1717/9,Reindeer,Acid_P1105,0.86,Acid_P1105
1717/10,Reindeer,Ambic_P1105,NA,Ambic_P1105
1717/10,Reindeer,Acid_P1105,0.81,Acid_P1105
1717/11,Reindeer,Ambic_P1105,0.78,Ambic_P1105
1717/11,Reindeer,Acid_P1105,0.87,Acid_P1105
1717/12,Reindeer,Ambic_P1105,0.77,Ambic_P1105
1717/12,Reindeer,Acid_P1105,0.84,Acid_P1105
1717/13,Reindeer,Ambic_P1105,0.74,Ambic_P1105
1717/13,Reindeer,Acid_P1105,0.83,Acid_P1105
1717/14,Reindeer,Ambic_P1105,0.77,Ambic_P1105
1717/14,Reindeer,Acid_P1105,0.93,Acid_P1105
1717/15,Elephantidae,Ambic_P1105,NA,Ambic_P1105
1717/15,Elephantidae,Acid_P1105,0.86,Acid_P1105
1717/16,Reindeer,Ambic_P1105,0.79,Ambic_P1105
1717/16,Reindeer,Acid_P1105,0.89,Acid_P1105
1717/17,Reindeer,Ambic_P1105,0.75,Ambic_P1105
1717/17,Reindeer,Acid_P1105,0.94,Acid_P1105
1717/18,Reindeer,Ambic_P1105,NA,Ambic_P1105
1717/18,Reindeer,Acid_P1105,0.84,Acid_P1105
1717/19,Reindeer,Ambic_P1105,NA,Ambic_P1105
1717/19,Reindeer,Acid_P1105,0.82,Acid_P1105
1717/20,Reindeer,Ambic_P1105,0.7,Ambic_P1105
1717/20,Reindeer,Acid_P1105,0.91,Acid_P1105
1717/21,Bos/Bison,Ambic_P1105,0.75,Ambic_P1105
1717/21,Bos/Bison,Acid_P1105,0.84,Acid_P1105
1717/22,Reindeer,Ambic_P1105,0.69,Ambic_P1105
1717/22,Reindeer,Acid_P1105,0.87,Acid_P1105
1717/23,Reindeer,Ambic_P1105,0.79,Ambic_P1105
1717/23,Reindeer,Acid_P1105,0.85,Acid_P1105
1717/24,Reindeer,Ambic_P1105,0.74,Ambic_P1105
1717/24,Reindeer,Acid_P1105,0.92,Acid_P1105
1717/25,Reindeer,Ambic_P1105,0.72,Ambic_P1105
1717/25,Reindeer,Acid_P1105,0.86,Acid_P1105
1717/26,Reindeer,Ambic_P1105,0.69,Ambic_P1105
1717/26,Reindeer,Acid_P1105,0.88,Acid_P1105
1717/27,Reindeer,Ambic_P1105,0.79,Ambic_P1105
1717/27,Reindeer,Acid_P1105,0.9,Acid_P1105
1717/28,Reindeer,Ambic_P1105,NA,Ambic_P1105
1717/28,Reindeer,Acid_P1105,0.71,Acid_P1105
911,Reindeer,Ambic_P1105,0.71,Ambic_P1105
911,Reindeer,Acid_P1105,0.82,Acid_P1105
558/2,Reindeer,Ambic_P1105,NA,Ambic_P1105
558/2,Reindeer,Acid_P1105,0.83,Acid_P1105
5668,Reindeer,Ambic_P1105,0.78,Ambic_P1105
5668,Reindeer,Acid_P1105,0.88,Acid_P1105
5052,Bos/Bison,Ambic_P1105,NA,Ambic_P1105
5052,Bos/Bison,Acid_P1105,0.83,Acid_P1105
5022/3,Equidae,Ambic_P1105,0.73,Ambic_P1105
5022/3,Equidae,Acid_P1105,0.82,Acid_P1105
5500/3,Reindeer,Ambic_P1105,NA,Ambic_P1105
5500/3,Reindeer,Acid_P1105,0.89,Acid_P1105
5219,Equidae,Ambic_P1105,0.66,Ambic_P1105
5219,Equidae,Acid_P1105,0.85,Acid_P1105
1488,Reindeer,Ambic_P1105,0.72,Ambic_P1105
1488,Reindeer,Acid_P1105,0.76,Acid_P1105
303/1,Equidae,Ambic_P1105,NA,Ambic_P1105
303/1,Equidae,Acid_P1105,NA,Acid_P1105
303/2,Reindeer,Ambic_P1105,0.74,Ambic_P1105
303/2,Reindeer,Acid_P1105,0.92,Acid_P1105
6487/1,Reindeer,Ambic_P1105,NA,Ambic_P1105
6487/1,Reindeer,Acid_P1105,NA,Acid_P1105
6487/3,Reindeer,Ambic_P1105,NA,Ambic_P1105
6487/3,Reindeer,Acid_P1105,0.85,Acid_P1105
6487/4,Elephantidae,Ambic_P1105,NA,Ambic_P1105
6487/4,Elephantidae,Acid_P1105,0.64,Acid_P1105
5165,Reindeer,Ambic_P1105,NA,Ambic_P1105
5165,Reindeer,Acid_P1105,NA,Acid_P1105
1623,Elephantidae,Ambic_P1105,NA,Ambic_P1105
1623,Elephantidae,Acid_P1105,0.89,Acid_P1105
1684/1,Elephantidae,Ambic_P1105,NA,Ambic_P1105
1684/1,Elephantidae,Acid_P1105,0.74,Acid_P1105
1684/2,Reindeer,Ambic_P1105,0.75,Ambic_P1105
1684/2,Reindeer,Acid_P1105,0.88,Acid_P1105
1684/3,Elephantidae,Ambic_P1105,NA,Ambic_P1105
1684/3,Elephantidae,Acid_P1105,NA,Acid_P1105
1684/4,Reindeer,Ambic_P1105,0.8,Ambic_P1105
1684/4,Reindeer,Acid_P1105,0.9,Acid_P1105
1684/5,Reindeer,Ambic_P1105,0.77,Ambic_P1105
1684/5,Reindeer,Acid_P1105,0.85,Acid_P1105
1684/6,Reindeer,Ambic_P1105,0.72,Ambic_P1105
1684/6,Reindeer,Acid_P1105,0.81,Acid_P1105
1684/7,Bos/Bison,Ambic_P1105,NA,Ambic_P1105
1684/7,Bos/Bison,Acid_P1105,0.83,Acid_P1105
1684/8,Reindeer,Ambic_P1105,0.81,Ambic_P1105
1684/8,Reindeer,Acid_P1105,0.87,Acid_P1105
6439/1,Reindeer,Ambic_P1105,0.8,Ambic_P1105
6439/1,Reindeer,Acid_P1105,0.89,Acid_P1105
6439/2,Elephantidae,Ambic_P1105,0.76,Ambic_P1105
6439/2,Elephantidae,Acid_P1105,0.92,Acid_P1105
6439/3,Elephantidae,Ambic_P1105,0.67,Ambic_P1105
6439/3,Elephantidae,Acid_P1105,0.86,Acid_P1105
931,Reindeer,Ambic_P1105,NA,Ambic_P1105
931,Reindeer,Acid_P1105,0.82,Acid_P1105
6437,Reindeer,Ambic_P1105,0.75,Ambic_P1105
6437,Reindeer,Acid_P1105,0.79,Acid_P1105
828,Reindeer,Ambic_P1105,0.8,Ambic_P1105
828,Reindeer,Acid_P1105,0.88,Acid_P1105
6793,Reindeer,Ambic_P1105,0.81,Ambic_P1105
6793,Reindeer,Acid_P1105,0.95,Acid_P1105
810,Reindeer,Ambic_P1105,0.73,Ambic_P1105
810,Reindeer,Acid_P1105,0.88,Acid_P1105
5217/1,Reindeer,Ambic_P1105,0.69,Ambic_P1105
5217/1,Reindeer,Acid_P1105,0.82,Acid_P1105
5217/2,Reindeer,Ambic_P1105,0.67,Ambic_P1105
5217/2,Reindeer,Acid_P1105,0.77,Acid_P1105
1774,Elephantidae,Ambic_P1105,0.72,Ambic_P1105
1774,Elephantidae,Acid_P1105,0.84,Acid_P1105
5770,Reindeer,Ambic_P1105,NA,Ambic_P1105
5770,Reindeer,Acid_P1105,0.82,Acid_P1105
808,Reindeer,Ambic_P1105,0.75,Ambic_P1105
808,Reindeer,Acid_P1105,0.87,Acid_P1105
821,Reindeer,Ambic_P1105,0.75,Ambic_P1105
821,Reindeer,Acid_P1105,0.83,Acid_P1105
785,Reindeer,Ambic_P1105,0.62,Ambic_P1105
785,Reindeer,Acid_P1105,0.77,Acid_P1105
796,Reindeer,Ambic_P1105,NA,Ambic_P1105
796,Reindeer,Acid_P1105,0.84,Acid_P1105
5699,Reindeer,Ambic_P1105,0.78,Ambic_P1105
5699,Reindeer,Acid_P1105,0.86,Acid_P1105
857/1,Reindeer,Ambic_P1105,0.77,Ambic_P1105
857/1,Reindeer,Acid_P1105,0.83,Acid_P1105
857/2,Reindeer,Ambic_P1105,NA,Ambic_P1105
857/2,Reindeer,Acid_P1105,NA,Acid_P1105
5780,Equidae,Ambic_P1105,NA,Ambic_P1105
5780,Equidae,Acid_P1105,NA,Acid_P1105
239/2,Reindeer,Ambic_P1105,0.72,Ambic_P1105
239/2,Reindeer,Acid_P1105,0.88,Acid_P1105
5723,Reindeer,Ambic_P1105,NA,Ambic_P1105
5723,Reindeer,Acid_P1105,NA,Acid_P1105
6149,Reindeer,Ambic_P1105,NA,Ambic_P1105
6149,Reindeer,Acid_P1105,NA,Acid_P1105
1487,Reindeer,Ambic_P1105,0.82,Ambic_P1105
1487,Reindeer,Acid_P1105,0.86,Acid_P1105
5882/6,Reindeer,Ambic_P1105,NA,Ambic_P1105
5882/6,Reindeer,Acid_P1105,0.87,Acid_P1105
5882/7,Reindeer,Ambic_P1105,NA,Ambic_P1105
5882/7,Reindeer,Acid_P1105,0.75,Acid_P1105
467,Reindeer,Ambic_P1105,0.79,Ambic_P1105
467,Reindeer,Acid_P1105,0.85,Acid_P1105
6126,Reindeer,Ambic_P1105,0.76,Ambic_P1105
6126,Reindeer,Acid_P1105,0.9,Acid_P1105
6194/1,Reindeer,Ambic_P1105,NA,Ambic_P1105
6194/1,Reindeer,Acid_P1105,0.84,Acid_P1105
6194/9,Reindeer,Ambic_P1105,NA,Ambic_P1105
6194/9,Reindeer,Acid_P1105,NA,Acid_P1105
6194/11,Reindeer,Ambic_P1105,NA,Ambic_P1105
6194/11,Reindeer,Acid_P1105,0.77,Acid_P1105
1678/1,Reindeer,Ambic_P1105,0.79,Ambic_P1105
1678/1,Reindeer,Acid_P1105,0.91,Acid_P1105
1678/2,Equidae,Ambic_P1105,0.7,Ambic_P1105
1678/2,Equidae,Acid_P1105,0.87,Acid_P1105
1678/3,Equidae,Ambic_P1105,0.76,Ambic_P1105
1678/3,Equidae,Acid_P1105,0.95,Acid_P1105
1678/4,Reindeer,Ambic_P1105,0.73,Ambic_P1105
1678/4,Reindeer,Acid_P1105,0.88,Acid_P1105
892,Reindeer,Ambic_P1105,0.8,Ambic_P1105
892,Reindeer,Acid_P1105,0.87,Acid_P1105
2280/2a,Reindeer,Ambic_P1105,0.74,Ambic_P1105
2280/2a,Reindeer,Acid_P1105,0.85,Acid_P1105
1392/3,Equidae,Ambic_P1105,0.82,Ambic_P1105
1392/3,Equidae,Acid_P1105,0.89,Acid_P1105
1568,Reindeer,Ambic_P1105,0.75,Ambic_P1105
1568,Reindeer,Acid_P1105,0.81,Acid_P1105
6614,Reindeer,Ambic_P1105,0.77,Ambic_P1105
6614,Reindeer,Acid_P1105,0.86,Acid_P1105
1502/1,Reindeer,Ambic_P1105,0.81,Ambic_P1105
1502/1,Reindeer,Acid_P1105,0.84,Acid_P1105
1502/2,Reindeer,Ambic_P1105,NA,Ambic_P1105
1502/2,Reindeer,Acid_P1105,0.73,Acid_P1105
1502/3,Elephantidae,Ambic_P1105,0.79,Ambic_P1105
1502/3,Elephantidae,Acid_P1105,0.9,Acid_P1105
1502/4,Equidae,Ambic_P1105,NA,Ambic_P1105
1502/4,Equidae,Acid_P1105,NA,Acid_P1105
5636,Reindeer,Ambic_P1105,NA,Ambic_P1105
5636,Reindeer,Acid_P1105,0.76,Acid_P1105
6432,Elephantidae,Ambic_P1105,NA,Ambic_P1105
6432,Elephantidae,Acid_P1105,0.85,Acid_P1105
5425/1,Reindeer,Ambic_P1105,NA,Ambic_P1105
5425/1,Reindeer,Acid_P1105,0.83,Acid_P1105
5425/2,Reindeer,Ambic_P1105,NA,Ambic_P1105
5425/2,Reindeer,Acid_P1105,0.83,Acid_P1105
5631,Reindeer,Ambic_P1105,NA,Ambic_P1105
5631,Reindeer,Acid_P1105,0.86,Acid_P1105
531,Reindeer,Ambic_P1105,0.77,Ambic_P1105
531,Reindeer,Acid_P1105,0.87,Acid_P1105
756,Reindeer,Ambic_P1105,0.81,Ambic_P1105
756,Reindeer,Acid_P1105,0.89,Acid_P1105
5650,Reindeer,Ambic_P1105,0.83,Ambic_P1105
5650,Reindeer,Acid_P1105,0.87,Acid_P1105
5442,Reindeer,Ambic_P1105,0.76,Ambic_P1105
5442,Reindeer,Acid_P1105,0.86,Acid_P1105
5422,Equidae,Ambic_P1105,0.72,Ambic_P1105
5422,Equidae,Acid_P1105,0.8,Acid_P1105
5423,Reindeer,Ambic_P1105,0.79,Ambic_P1105
5423,Reindeer,Acid_P1105,0.91,Acid_P1105
5389,Reindeer,Ambic_P1105,0.75,Ambic_P1105
5389,Reindeer,Acid_P1105,0.84,Acid_P1105
5396,Reindeer,Ambic_P1105,0.65,Ambic_P1105
5396,Reindeer,Acid_P1105,0.82,Acid_P1105
5452,Reindeer,Ambic_P1105,NA,Ambic_P1105
5452,Reindeer,Acid_P1105,0.83,Acid_P1105
5454,Reindeer,Ambic_P1105,NA,Ambic_P1105
5454,Reindeer,Acid_P1105,0.81,Acid_P1105
5458,Reindeer,Ambic_P1105,0.8,Ambic_P1105
5458,Reindeer,Acid_P1105,0.84,Acid_P1105
5450,Reindeer,Ambic_P1105,NA,Ambic_P1105
5450,Reindeer,Acid_P1105,0.69,Acid_P1105
5453,Reindeer,Ambic_P1105,0.77,Ambic_P1105
5453,Reindeer,Acid_P1105,0.88,Acid_P1105
682,Reindeer,Ambic_P1105,0.77,Ambic_P1105
682,Reindeer,Acid_P1105,0.86,Acid_P1105
5375,Equidae,Ambic_P1105,NA,Ambic_P1105
5375,Equidae,Acid_P1105,NA,Acid_P1105
5503,Bos/Bison,Ambic_P1105,NA,Ambic_P1105
5503,Bos/Bison,Acid_P1105,0.87,Acid_P1105
5400,Reindeer,Ambic_P1105,0.7,Ambic_P1105
5400,Reindeer,Acid_P1105,0.8,Acid_P1105
5361,Reindeer,Ambic_P1105,NA,Ambic_P1105
5361,Reindeer,Acid_P1105,NA,Acid_P1105
5657,Elephantidae,Ambic_P1105,NA,Ambic_P1105
5657,Elephantidae,Acid_P1105,NA,Acid_P1105
5354,Reindeer,Ambic_P1105,0.74,Ambic_P1105
5354,Reindeer,Acid_P1105,0.8,Acid_P1105
5358,Reindeer,Ambic_P1105,NA,Ambic_P1105
5358,Reindeer,Acid_P1105,0.83,Acid_P1105
5357,Bos/Bison,Ambic_P1105,0.68,Ambic_P1105
5357,Bos/Bison,Acid_P1105,0.82,Acid_P1105
5377,Bos/Bison,Ambic_P1105,0.7,Ambic_P1105
5377,Bos/Bison,Acid_P1105,0.87,Acid_P1105
6414/2,Reindeer,Ambic_P1105,NA,Ambic_P1105
6414/2,Reindeer,Acid_P1105,0.88,Acid_P1105
1622,Elephantidae,Ambic_P1105,NA,Ambic_P1105
1622,Elephantidae,Acid_P1105,NA,Acid_P1105
5995/2,Equidae,Ambic_P1105,0.66,Ambic_P1105
5995/2,Equidae,Acid_P1105,0.72,Acid_P1105
5763,Reindeer,Ambic_P1105,0.66,Ambic_P1105
5763,Reindeer,Acid_P1105,0.73,Acid_P1105
822,Reindeer,Ambic_P1105,0.79,Ambic_P1105
822,Reindeer,Acid_P1105,0.83,Acid_P1105
6388/2,Reindeer,Ambic_P1105,NA,Ambic_P1105
6388/2,Reindeer,Acid_P1105,NA,Acid_P1105
5686,Reindeer,Ambic_P1105,0.77,Ambic_P1105
5686,Reindeer,Acid_P1105,0.76,Acid_P1105
891,Reindeer,Ambic_P1105,0.83,Ambic_P1105
891,Reindeer,Acid_P1105,0.84,Acid_P1105
824,Reindeer,Ambic_P1105,0.79,Ambic_P1105
824,Reindeer,Acid_P1105,0.8,Acid_P1105
1579,Equidae,Ambic_P1105,0.75,Ambic_P1105
1579,Equidae,Acid_P1105,0.81,Acid_P1105
979/4,Reindeer,Ambic_P1105,0.81,Ambic_P1105
979/4,Reindeer,Acid_P1105,0.83,Acid_P1105
5555,Reindeer,Ambic_P1105,0.82,Ambic_P1105
5555,Reindeer,Acid_P1105,0.84,Acid_P1105
1561,Reindeer,Ambic_P1105,0.8,Ambic_P1105
1561,Reindeer,Acid_P1105,0.92,Acid_P1105
778/1,Reindeer,Ambic_P1105,0.82,Ambic_P1105
778/1,Reindeer,Acid_P1105,0.89,Acid_P1105
778/2,Reindeer,Ambic_P1105,0.8,Ambic_P1105
778/2,Reindeer,Acid_P1105,0.91,Acid_P1105
6180/1,Reindeer,Ambic_P1105,0.7,Ambic_P1105
6180/1,Reindeer,Acid_P1105,0.76,Acid_P1105
6180/3,Reindeer,Ambic_P1105,0.75,Ambic_P1105
6180/3,Reindeer,Acid_P1105,0.83,Acid_P1105
1446,Reindeer,Ambic_P1105,0.77,Ambic_P1105
1446,Reindeer,Acid_P1105,0.89,Acid_P1105
6745/1,Elephantidae,Ambic_P1105,NA,Ambic_P1105
6745/1,Elephantidae,Acid_P1105,0.71,Acid_P1105
6745/2,Elephantidae,Ambic_P1105,NA,Ambic_P1105
6745/2,Elephantidae,Acid_P1105,0.89,Acid_P1105
6745/3,Elephantidae,Ambic_P1105,0.77,Ambic_P1105
6745/3,Elephantidae,Acid_P1105,0.85,Acid_P1105
6745/4,Elephantidae,Ambic_P1105,NA,Ambic_P1105
6745/4,Elephantidae,Acid_P1105,0.83,Acid_P1105
6745/6,Elephantidae,Ambic_P1105,NA,Ambic_P1105
6745/6,Elephantidae,Acid_P1105,NA,Acid_P1105
6745/7,Reindeer,Ambic_P1105,0.77,Ambic_P1105
6745/7,Reindeer,Acid_P1105,0.94,Acid_P1105
6745/8,Equidae,Ambic_P1105,NA,Ambic_P1105
6745/8,Equidae,Acid_P1105,NA,Acid_P1105
6745/9,Equidae,Ambic_P1105,0.61,Ambic_P1105
6745/9,Equidae,Acid_P1105,0.71,Acid_P1105
5340,Equidae,Ambic_P1105,0.79,Ambic_P1105
5340,Equidae,Acid_P1105,0.88,Acid_P1105
834,Reindeer,Ambic_P1105,0.79,Ambic_P1105
834,Reindeer,Acid_P1105,NA,Acid_P1105
89/1,Elephantidae,Ambic_P1105,0.8,Ambic_P1105
89/1,Elephantidae,Acid_P1105,NA,Acid_P1105
89/2,Elephantidae,Ambic_P1105,NA,Ambic_P1105
89/2,Elephantidae,Acid_P1105,0.95,Acid_P1105
89/3,Reindeer,Ambic_P1105,0.83,Ambic_P1105
89/3,Reindeer,Acid_P1105,0.88,Acid_P1105
5327,Reindeer,Ambic_P1105,0.81,Ambic_P1105
5327,Reindeer,Acid_P1105,0.87,Acid_P1105
5332,Reindeer,Ambic_P1105,0.76,Ambic_P1105
5332,Reindeer,Acid_P1105,0.87,Acid_P1105
5347,Reindeer,Ambic_P1105,0.74,Ambic_P1105
5347,Reindeer,Acid_P1105,0.84,Acid_P1105
5342/1,Reindeer,Ambic_P1105,0.78,Ambic_P1105
5342/1,Reindeer,Acid_P1105,NA,Acid_P1105
5342/2,Reindeer,Ambic_P1105,0.77,Ambic_P1105
5342/2,Reindeer,Acid_P1105,0.89,Acid_P1105
5240/2,Equidae,Ambic_P1105,NA,Ambic_P1105
5240/2,Equidae,Acid_P1105,0.79,Acid_P1105
5240/3,Reindeer,Ambic_P1105,NA,Ambic_P1105
5240/3,Reindeer,Acid_P1105,NA,Acid_P1105
5099,Reindeer,Ambic_P1105,0.79,Ambic_P1105
5099,Reindeer,Acid_P1105,0.94,Acid_P1105
542/1,Reindeer,Ambic_P1105,0.71,Ambic_P1105
542/1,Reindeer,Acid_P1105,0.9,Acid_P1105
5593/1,Reindeer,Ambic_P1105,0.79,Ambic_P1105
5593/1,Reindeer,Acid_P1105,0.95,Acid_P1105
5593/2,Reindeer,Ambic_P1105,NA,Ambic_P1105
5593/2,Reindeer,Acid_P1105,0.9,Acid_P1105
5593/3,Reindeer,Ambic_P1105,NA,Ambic_P1105
5593/3,Reindeer,Acid_P1105,0.84,Acid_P1105
5593/4,Reindeer,Ambic_P1105,NA,Ambic_P1105
5593/4,Reindeer,Acid_P1105,0.83,Acid_P1105
5593/5,Reindeer,Ambic_P1105,NA,Ambic_P1105
5593/5,Reindeer,Acid_P1105,0.86,Acid_P1105
5593/6,Reindeer,Ambic_P1105,NA,Ambic_P1105
5593/6,Reindeer,Acid_P1105,0.88,Acid_P1105
5593/7,Reindeer,Ambic_P1105,NA,Ambic_P1105
5593/7,Reindeer,Acid_P1105,0.95,Acid_P1105
5593/8,Reindeer,Ambic_P1105,NA,Ambic_P1105
5593/8,Reindeer,Acid_P1105,NA,Acid_P1105
5593/9,Reindeer,Ambic_P1105,NA,Ambic_P1105
5593/9,Reindeer,Acid_P1105,0.87,Acid_P1105
5593/10,Reindeer,Ambic_P1105,0.8,Ambic_P1105
5593/10,Reindeer,Acid_P1105,NA,Acid_P1105
5593/11,Reindeer,Ambic_P1105,0.81,Ambic_P1105
5593/11,Reindeer,Acid_P1105,0.93,Acid_P1105
5593/12,Reindeer,Ambic_P1105,0.78,Ambic_P1105
5593/12,Reindeer,Acid_P1105,NA,Acid_P1105
5593/13,Reindeer,Ambic_P1105,0.77,Ambic_P1105
5593/13,Reindeer,Acid_P1105,0.9,Acid_P1105
5593/14,Reindeer,Ambic_P1105,0.8,Ambic_P1105
5593/14,Reindeer,Acid_P1105,NA,Acid_P1105
5621,Elephantidae,Ambic_P1105,0.79,Ambic_P1105
5621,Elephantidae,Acid_P1105,NA,Acid_P1105
1680/1,Reindeer,Ambic_P1105,0.78,Ambic_P1105
1680/1,Reindeer,Acid_P1105,0.85,Acid_P1105
1680/2,Reindeer,Ambic_P1105,0.78,Ambic_P1105
